key,zh,en,ja,de,fr,es,ru
toolbox.crypto.password.mode_password,密码,Password,Password,Password,Password,Password,Password
toolbox.crypto.password.mode_passphrase,口令短语,Passphrase,Passphrase,Passphrase,Passphrase,Passphrase,Passphrase
toolbox.crypto.password.options_section,密码选项,Password options,Password options,Password options,Password options,Password options,Password options
toolbox.crypto.password.options_subtitle,至少保留一种字符集；可追加自定义字符集，默认排除容易混淆的字符。,Keep at least one character set; you can add a custom set and ambiguous characters are excluded by default.,Keep at least one character set; you can add a custom set and ambiguous characters are excluded by default.,Keep at least one character set; you can add a custom set and ambiguous characters are excluded by default.,Keep at least one character set; you can add a custom set and ambiguous characters are excluded by default.,Keep at least one character set; you can add a custom set and ambiguous characters are excluded by default.,Keep at least one character set; you can add a custom set and ambiguous characters are excluded by default.
toolbox.crypto.password.length_label,长度,Length,Length,Length,Length,Length,Length
toolbox.crypto.password.length_helper,范围 8-128。,Range 8-128.,Range 8-128.,Range 8-128.,Range 8-128.,Range 8-128.,Range 8-128.
toolbox.crypto.password.batch_count_label,批量数量,Batch count,Batch count,Batch count,Batch count,Batch count,Batch count
toolbox.crypto.password.batch_count_helper,一次生成 1-50 个密码。,Generate 1-50 passwords at once.,Generate 1-50 passwords at once.,Generate 1-50 passwords at once.,Generate 1-50 passwords at once.,Generate 1-50 passwords at once.,Generate 1-50 passwords at once.
toolbox.crypto.password.include_lowercase,包含小写字母,Include lowercase letters,Include lowercase letters,Include lowercase letters,Include lowercase letters,Include lowercase letters,Include lowercase letters
toolbox.crypto.password.include_uppercase,包含大写字母,Include uppercase letters,Include uppercase letters,Include uppercase letters,Include uppercase letters,Include uppercase letters,Include uppercase letters
toolbox.crypto.password.include_digits,包含数字,Include digits,Include digits,Include digits,Include digits,Include digits,Include digits
toolbox.crypto.password.include_symbols,包含符号,Include symbols,Include symbols,Include symbols,Include symbols,Include symbols,Include symbols
toolbox.crypto.password.custom_charset_label,自定义字符集,Custom character set,Custom character set,Custom character set,Custom character set,Custom character set,Custom character set
toolbox.crypto.password.custom_charset_helper,可追加项目要求的专用字符；留空则只使用勾选字符集。,Add project-specific characters; leave empty to use only selected sets.,Add project-specific characters; leave empty to use only selected sets.,Add project-specific characters; leave empty to use only selected sets.,Add project-specific characters; leave empty to use only selected sets.,Add project-specific characters; leave empty to use only selected sets.,Add project-specific characters; leave empty to use only selected sets.
toolbox.crypto.password.exclude_charset_label,排除字符集,Excluded characters,Excluded characters,Excluded characters,Excluded characters,Excluded characters,Excluded characters
toolbox.crypto.password.exclude_charset_helper,默认填入 0Ool1I| 等易混淆字符；可按场景增删。,Defaults to ambiguous characters such as 0Ool1I|; edit for the target system.,Defaults to ambiguous characters such as 0Ool1I|; edit for the target system.,Defaults to ambiguous characters such as 0Ool1I|; edit for the target system.,Defaults to ambiguous characters such as 0Ool1I|; edit for the target system.,Defaults to ambiguous characters such as 0Ool1I|; edit for the target system.,Defaults to ambiguous characters such as 0Ool1I|; edit for the target system.
toolbox.crypto.password.avoid_ambiguous,排除易混淆字符,Avoid ambiguous characters,Avoid ambiguous characters,Avoid ambiguous characters,Avoid ambiguous characters,Avoid ambiguous characters,Avoid ambiguous characters
toolbox.crypto.password.passphrase_section,口令短语选项,Passphrase options,Passphrase options,Passphrase options,Passphrase options,Passphrase options,Passphrase options
toolbox.crypto.password.passphrase_subtitle,从内置离线词表随机抽词；词表本身不代表助记词标准。,Randomly draws from the built-in offline word list; this is not a mnemonic seed standard.,Randomly draws from the built-in offline word list; this is not a mnemonic seed standard.,Randomly draws from the built-in offline word list; this is not a mnemonic seed standard.,Randomly draws from the built-in offline word list; this is not a mnemonic seed standard.,Randomly draws from the built-in offline word list; this is not a mnemonic seed standard.,Randomly draws from the built-in offline word list; this is not a mnemonic seed standard.
toolbox.crypto.password.word_count_label,单词数量,Word count,Word count,Word count,Word count,Word count,Word count
toolbox.crypto.password.word_count_helper,范围 3-12。,Range 3-12.,Range 3-12.,Range 3-12.,Range 3-12.,Range 3-12.,Range 3-12.
toolbox.crypto.password.separator_label,分隔符,Separator,Separator,Separator,Separator,Separator,Separator
toolbox.crypto.password.capitalize_words,首字母大写,Capitalize words,Capitalize words,Capitalize words,Capitalize words,Capitalize words,Capitalize words
toolbox.crypto.password.append_number,末尾追加两位数字,Append two digits,Append two digits,Append two digits,Append two digits,Append two digits,Append two digits
toolbox.crypto.password.generate,生成,Generate,Generate,Generate,Generate,Generate,Generate
toolbox.crypto.password.generate_success,已生成 {count} 条新结果。,Generated {count} new results.,Generated {count} new results.,Generated {count} new results.,Generated {count} new results.,Generated {count} new results.,Generated {count} new results.
toolbox.crypto.password.generate_failed,生成失败：{error},Generation failed: {error},Generation failed: {error},Generation failed: {error},Generation failed: {error},Generation failed: {error},Generation failed: {error}
toolbox.crypto.password.result_section,生成结果,Generated result,Generated result,Generated result,Generated result,Generated result,Generated result
toolbox.crypto.password.result_subtitle,复制后请放入密码管理器或加密存储，离开页面前按需清除。,Move copied values into a password manager or encrypted storage and clear this page when done.,Move copied values into a password manager or encrypted storage and clear this page when done.,Move copied values into a password manager or encrypted storage and clear this page when done.,Move copied values into a password manager or encrypted storage and clear this page when done.,Move copied values into a password manager or encrypted storage and clear this page when done.,Move copied values into a password manager or encrypted storage and clear this page when done.
toolbox.crypto.password.no_result,点击生成后会在这里显示批量结果。,Generated batches appear here after you tap Generate.,Generated batches appear here after you tap Generate.,Generated batches appear here after you tap Generate.,Generated batches appear here after you tap Generate.,Generated batches appear here after you tap Generate.,Generated batches appear here after you tap Generate.
